response_id,grna_target,n_nonzero_trt,n_nonzero_cntrl,pass_qc,p_value,log_2_fold_change,stage,z_orig,xi,omega,alpha,significant
X56,Itgb1,367,47020,TRUE,0.012831286147122603,0.21644496628045307,2,4.190436777462877,1.1937343934605669,1.0996530688755877,0.9845714063397307,FALSE
X44,Fzd4,985,101307,TRUE,0.01283303319337072,0.061858174234948216,2,2.958872980881453,0.5133230268648051,0.8972520369594799,1.1699584608291356,FALSE
X64,Ocln,313,47322,TRUE,0.012858360861197541,-0.21175129668629733,2,2.2274725496719405,0.017857016838355444,0.810967489471068,1.0350827837809555,FALSE
X38,Cxcr4,612,67520,TRUE,0.012875635867152818,-0.17149132551908508,2,-0.8650333188403518,0.2202498252207128,0.9423850670346896,1.3070467372451324,FALSE
X23,Rel,1231,139607,TRUE,0.012935746160849294,0.07043555437782878,2,1.1428542036807523,-0.7888262728777624,0.7120221893195469,0.6313760400613326,FALSE
X46,Nrp1,721,122416,TRUE,0.012962219217879073,-0.14322452517562745,2,-2.273195956989775,-0.36673343573113903,1.2105481114050496,0.8252265199247625,FALSE
X71,Maff,362,36344,TRUE,0.012972252447750438,-0.05555542964235105,2,-0.47570732931719056,-2.578889585345022,0.7726253663000717,1.3604490549969022,FALSE
X4,Ctbp2,829,126668,TRUE,0.013091958520931077,0.07631356013007462,2,1.2493728265122588,-0.8535785878116124,0.7736676158725868,0.93849661397272,FALSE
X29,Ptprs,547,96336,TRUE,0.013119254238556949,-0.21242029088058523,2,-0.9753319639431564,0.26972012672294426,0.7937631729135765,0.8279291859416338,FALSE
X45,Egln1,503,61388,TRUE,0.013158739590140987,0.2435114788325876,2,2.1436284969069526,-0.31017069526368557,0.9031260352443228,1.0307900362781346,FALSE
X61,Pik3r3,1025,84667,TRUE,0.013180474799253833,0.10047429786473483,2,1.2796328278180993,-0.6484221679585773,0.7105980753319239,0.7763873269116717,FALSE
X78,Ephb4,294,45762,TRUE,0.013264040412662872,0.08290043511755218,2,2.879299455721777,-0.29883814368214945,1.1706804899225283,1.7553010738903692,FALSE
X7,Myef2,1299,152379,TRUE,0.013334250055184689,0.07308895702484719,2,1.8480927373288976,-1.1873985338430946,1.120631256901979,0.7537315548980124,FALSE
X46,Ogdh,1713,121424,TRUE,0.013350866943032117,0.08277495272881463,2,3.152076655533825,-0.06069308775360299,1.1875514006516596,0.6822477003604184,FALSE
X44,Mdh2,804,101488,TRUE,0.013431930542886269,0.17980395710085428,2,2.8344081328180137,0.444812157707173,0.8816241889597861,1.129477166605596,FALSE
X42,Smad5,170,53996,TRUE,0.013470676015589822,-0.30014442947237185,2,-1.6284182068261395,-0.48646885002010193,0.9819420899349377,1.276540958255,FALSE
X57,Ocln,248,37847,TRUE,0.013472370691384725,-0.08145853710354167,2,2.778524227678098,0.18209153581907278,0.958384906625362,1.0269210892209235,FALSE
X55,Nr6a1,256,52430,TRUE,0.013598812837619934,-0.09464742681627314,2,-1.8296585807786196,-0.8107532011120503,1.0296412283452407,1.5383148408781981,FALSE
X82,Rel,535,59219,TRUE,0.0136,-0.17104058652515208,3,-3.2133854908397477,NA,NA,NA,FALSE
X95,Ppia,513,50984,TRUE,0.0136,0.3556514808133837,3,3.838439839511481,NA,NA,NA,FALSE
X35,Ogdh,1703,107837,TRUE,0.013640662177713316,0.03541886876032052,2,0.7715980076443317,-1.2021268953144275,0.7312299620491345,0.7035717043903991,FALSE
X25,Klf10,1067,126142,TRUE,0.013676283089475945,0.06014835349659986,2,1.3639553379802478,-1.3346196718091052,0.9997212252462684,0.7278463343781506,FALSE
X48,Id1,503,54807,TRUE,0.01369280810407214,-0.026148207180046512,2,-1.5942783379744767,-0.37167583979263596,0.9456488791860126,1.1064203068160667,FALSE
X58,Nrp1,243,51423,TRUE,0.013695413198755946,-0.7192948459048507,2,-0.8620587512662115,0.2901032449236389,0.9750916958125888,1.2459664681436937,FALSE
X87,Ptk2,631,123261,TRUE,0.013698037427353205,-0.16246991680298084,2,-1.8680097125988424,-0.5772906083298223,1.377606689518847,1.6297624766285026,FALSE
X88,Tfdp1,134,40905,TRUE,0.013731502610215662,-0.07768817487845725,2,-2.345685920538658,-1.3735288138670272,1.1476538408774257,1.8094828793058246,FALSE
X1,Plxnd1,1285,178666,TRUE,0.013744964071143303,-0.046590897515430996,2,-1.7867402237460612,0.10133106595842395,0.7046842248382542,-0.5028453366495879,FALSE
X28,Piezo1,1270,121015,TRUE,0.013757367409847145,0.03357429736232298,2,2.5490063697215626,0.4504028298842683,0.778522301184047,0.6889640013219854,FALSE
X87,Ebf1,1116,122776,TRUE,0.01376982250906536,-0.12714001593810842,2,-1.8780471095980047,-0.2930653442484626,1.261882711058911,1.149055885339776,FALSE
X21,Nfia,1294,93861,TRUE,0.013825523611668621,0.12615103047806375,2,2.235303817897815,-0.24288683915703826,0.9181169891246985,0.8675007282275101,FALSE
X35,Vezf1,1183,108357,TRUE,0.013829938923920947,0.06587465834388784,2,1.205142364426364,-0.9038650997520865,0.7815187054604593,0.8372528884653253,FALSE
